Fid,Gender,Age,Digital_Material,Author,Latitude,Longitude,Used_Device,Education_Level,Label
10.42.0.211-103.7.30.118-56683-80-6,Male,17,Remembrance of Things Past,Marcel Proust,29.52145936,-98.76405307,Mobile,School,0
205.185.216.42-10.42.0.42-80-51617-6,Male,17,Barchester Towers and the Warden,Anthony Trollope,29.57464782,-96.32178043,Mobile,School,1
10.42.0.211-104.192.110.245-53575-80-6,Male,17,The Bridge of San Luis Rey,Thornton Wilder,41.1938741,-77.31163949,Computer,School,1
172.217.12.206-10.42.0.151-443-44129-6,Male,17,The Help,Kathryn Stockett,32.83781246,-96.47223439,Mobile,School,0
10.42.0.211-10.42.0.1-63150-53-17,Female,19,Murder on the Orient Express,Agatha Christie,29.38500992,-100.9210987,Mobile,College,1
202.77.129.161-10.42.0.151-80-51280-6,Female,17,The Lovely Bones,Alice Sebold,38.77685276,-76.90823517,Mobile,School,0
10.42.0.211-111.221.77.172-60774-443-17,Male,17,The Appeal,John Grisham,40.36878666,-77.34578127,Mobile,School,0
172.217.0.226-10.42.0.211-443-41678-6,Female,17,Dombey And Son,Charles Dickens,29.55295374,-98.27530046,Mobile,School,1
173.194.206.156-10.42.0.211-443-52016-6,Female,17,Slaughterhouse-Five,Kurt Vonnegut,31.70595292,-106.2738144,Mobile,School,1
10.42.0.151-10.42.0.1-5992-53-17,Male,19,An American Tragedy,Theodore Dreiser,31.7628604,-106.2711114,Mobile,College,0
10.42.0.151-54.192.38.65-43750-443-6,Male,21,The Bluest Eye,Toni Morrison,41.02782453,-75.58565233,Mobile,University,1
10.42.0.151-104.43.254.159-43659-443-6,Male,21,Little House In the Big Woods,Laura Ingalls Wilder,29.22821258,-98.65371098,Mobile,University,0
10.42.0.151-52.173.205.111-35623-443-6,Female,19,Pippi Longstocking,Astrid Lindgren,41.67214907,-70.77804128,Mobile,College,1
183.79.250.251-10.42.0.151-443-36771-6,Female,19,Germinal,mile Zola,29.79565444,-95.49471585,Mobile,College,0
203.130.53.126-10.42.0.211-80-50486-6,Male,17,The Heart Is a Lonely Hunter,Carson McCullers,29.97208494,-95.44676715,Mobile,School,1
172.217.12.142-10.42.0.42-80-49005-6,Male,21,The Woman In White,Wilkie Collins,32.7568429,-96.28575436,Mobile,University,0
169.47.42.203-10.42.0.42-443-45980-6,Male,17,"Absalom, Absalom!",William Faulkner,33.72574681,-80.2000252,Computer,School,0
172.217.10.42-10.42.0.42-443-43942-6,Male,21,A Painted House,John Grisham,32.27234246,-95.34390763,Mobile,University,0
10.42.0.211-101.227.14.98-42775-80-6,Male,21,The Girl With the Dragon Tattoo,Stieg Larsson,40.67457818,-76.27831219,Computer,University,0
216.58.219.202-10.42.0.151-443-44686-6,Male,19,A Room With a View,E.M. Forster,32.42703114,-97.10352329,Mobile,College,0
10.42.0.42-108.174.10.10-42841-443-6,Male,17,Watership Down,Richard Adams,26.14773682,-97.95151052,Mobile,School,1
10.42.0.211-23.208.168.108-41282-443-6,Male,17,Memoirs of a Geisha,Arthur Golden,41.73840515,-75.72751392,Mobile,School,1
219.142.78.162-10.42.0.151-80-54646-6,Male,17,Our Mutual Friend,Charles Dickens,40.80307982,-73.4947297,Mobile,School,0
162.208.22.39-10.42.0.151-443-54608-6,Female,17,Babbitt,Sinclair Lewis,33.86871597,-98.47854376,Mobile,School,0
172.217.11.3-10.42.0.42-443-52108-6,Female,21,The Red Pony,John Steinbeck,33.0545219,-96.54736208,Mobile,University,0
10.42.0.151-10.42.0.1-28090-53-17,Female,21,All the King's Men,Robert Penn Warren,31.73490658,-106.3393912,Mobile,University,1
10.42.0.211-123.125.29.220-37911-80-6,Male,21,Things Fall Apart,Chinua Achebe,31.76232934,-106.3571397,Mobile,University,1
10.42.0.151-10.42.0.1-33030-53-17,Male,21,Lorna Doone,R.D. Blackmore,44.26142538,-104.9450748,Mobile,University,1
172.217.5.228-10.42.0.151-443-58943-6,Female,17,Johnny Tremain,Esther Forbes,43.24635274,-108.6849489,Computer,School,1
10.42.0.42-106.39.162.36-41049-80-6,Male,19,Anne of Avonlea,L.M. Montgomery,41.11894355,-73.94352469,Mobile,College,1
10.42.0.42-106.39.169.66-43528-443-6,Male,17,Tuck Everlasting,Natalie Babbitt,45.52658898,-122.3885193,Mobile,School,0
10.42.0.42-123.125.29.220-55722-80-6,Male,21,The BFG,Roald Dahl,37.39501419,-122.094046,Mobile,University,1
169.55.67.237-10.42.0.211-5222-46721-6,Male,17,Cannery Row,John Steinbeck,39.91412198,-82.95750264,Computer,School,0
172.217.10.110-10.42.0.151-443-59772-6,Male,21,The Joy Luck Club,Amy Tan,34.83984169,-114.6052644,Mobile,University,0
205.204.101.196-10.42.0.211-443-40740-6,Male,19,Roots,Alex Haley,39.14175353,-121.9099875,Mobile,College,0
173.194.66.188-10.42.0.151-5228-51776-6,Female,21,Little House on the Prairie,Laura Ingalls Wilder,37.66791812,-121.3241498,Mobile,University,1
10.42.0.211-64.71.142.124-43396-443-6,Male,17,Native Son,Richard Wright,39.14188994,-121.9100064,Mobile,School,0
10.42.0.211-23.23.129.231-39028-443-6,Male,21,Stuart Little,E.B. White,36.13593144,-86.74015212,Mobile,University,1
198.11.132.221-10.42.0.211-443-39949-6,Male,21,Cross Fire,James Patterson,40.73847696,-82.48596756,Mobile,University,0
175.100.207.232-10.42.0.42-80-40335-6,Male,19,The Power and the Glory,Graham Greene,44.76771812,-97.90850434,Mobile,College,1
182.22.31.252-10.42.0.211-443-48462-6,Female,21,A Clockwork Orange,Anthony Burgess,43.69316063,-104.0116901,Mobile,University,0
157.55.130.155-10.42.0.211-40008-60774-17,Female,21,The Phantom of the Opera,Gaston Leroux,43.21966669,-98.46271422,Mobile,University,1
10.42.0.211-31.13.71.52-34886-443-6,Male,19,The Martian Chronicles,Ray Bradbury,43.66572655,-102.8962251,Mobile,College,1
10.42.0.211-119.146.74.33-45946-443-6,Male,19,The Road,Cormac McCarthy,44.9994988,-96.97017312,Mobile,College,0
172.217.7.228-10.42.0.151-443-38793-6,Female,21,The Way of All Flesh,Samuel Butler,35.60679103,-84.43796696,Mobile,University,1
10.42.0.211-23.21.172.210-36346-443-6,Female,21,Diary of a Wimpy Kid: The Long Haul,Jeff Kinney,38.93577253,-80.81864181,Mobile,University,0
205.204.101.47-10.42.0.42-443-54225-6,Male,17,Villette,Charlotte Bront‰,38.44413691,-122.67464,Mobile,School,0
174.35.73.107-10.42.0.211-80-38981-6,Female,21,The Curious Incident of the Dog In the Night-Time,Mark Haddon,38.88036509,-82.12141952,Mobile,University,1
151.101.21.140-10.42.0.211-443-45852-6,Female,21,The Mysterious Island,Jules Verne,39.49655951,-79.81152404,Mobile,University,1
10.42.0.211-52.26.15.212-32774-443-6,Female,19,Song of Solomon,Toni Morrison,32.72380558,-117.2508573,Mobile,College,0
172.217.11.46-10.42.0.42-80-53519-6,Male,17,Nana,mile Zola,45.80118212,-89.63231667,Mobile,School,1
172.217.12.206-10.42.0.151-443-34073-6,Male,21,Quo Vadis,Henryk Sienkiewicz,32.75083259,-117.1946971,Mobile,University,0
10.42.0.151-10.42.0.1-8691-53-17,Female,21,Main Street,Sinclair Lewis,37.08464694,-122.0747602,Mobile,University,1
10.42.0.211-65.55.223.31-60774-40015-17,Female,21,Matilda,Roald Dahl,34.27169772,-119.2264229,Mobile,University,0
172.217.6.206-10.42.0.42-443-59545-6,Female,17,Lolita,Vladimir Vladimirovich Nabokov,32.38355533,-100.8377642,Mobile,School,1
182.22.25.252-10.42.0.211-443-38735-6,Male,19,Paper Towns,John Green,43.01228909,-88.22307068,Mobile,College,0
10.42.0.211-23.194.142.7-36997-443-6,Female,21,Sounder,William H. Armstrong,45.40261572,-91.73768829,Mobile,University,0
183.56.172.140-10.42.0.151-80-59439-6,Male,21,"Are You There God? It's Me, Margaret",Judy Blume,41.06330472,-76.2266573,Mobile,University,0
172.217.3.110-10.42.0.151-443-56137-6,Male,17,The Notebook,Nicholas Sparks,44.27318434,-88.32781122,Mobile,School,0
10.42.0.151-10.42.0.1-28905-53-17,Female,21,From the Mixed-Up Files of Mrs. Basil E. Frankweiler,E.L. Konigsburg,43.7881387,-90.08413596,Mobile,University,0
172.217.10.10-10.42.0.151-443-58552-6,Female,17,Atlas Shrugged,Ayn Rand,36.53296921,-120.0991853,Mobile,School,1
172.217.12.202-10.42.0.151-443-49016-6,Male,21,The Fountainhead,Ayn Rand,43.01554565,-87.95462523,Mobile,University,1
10.42.0.151-61.135.185.139-49807-80-6,Female,21,Number the Stars,Lois Lowry,45.05678573,-87.75261235,Mobile,University,0
10.42.0.42-104.254.66.16-56932-80-6,Female,19,The Firm,John Grisham,46.14054224,-122.9198702,Mobile,College,0
183.79.249.252-10.42.0.211-443-32873-6,Female,21,Swann's Way,Marcel Proust,45.63883184,-122.6059002,Computer,University,0
10.42.0.211-54.236.100.208-40077-443-6,Male,21,Ender's Game,Orson Scott Card,47.59795515,-122.3183939,Mobile,University,1
183.136.237.235-10.42.0.211-80-46162-6,Male,17,The Name of the Rose,Umberto Eco,47.51154616,-122.3183153,Mobile,School,1
172.217.12.195-10.42.0.151-443-56454-6,Male,19,A Time to Kill,John Grisham,47.70396906,-117.3698748,Mobile,College,1
157.240.18.19-10.42.0.211-443-59001-6,Male,17,Water for Elephants,Sara Gruen,47.65770188,-117.398609,Mobile,School,1
221.228.208.97-10.42.0.42-80-39668-6,Female,17,The Time Machine,H.G. Wells,45.78577308,-122.558739,Mobile,School,1
10.42.0.211-10.42.0.1-52792-53-17,Female,17,Eragon,Christopher Paolini,47.59831586,-120.6638918,Mobile,School,0
180.163.255.159-10.42.0.211-80-48966-6,Female,17,The Hitchhiker's Guide to the Galaxy,Douglas Adams,47.15915548,-122.5195004,Mobile,School,1
10.42.0.211-31.13.69.229-47392-443-6,Female,21,Buddenbrooks,Thomas Mann,47.56488957,-122.6619311,Mobile,University,0
10.42.0.211-77.234.44.201-42601-80-6,Male,21,A Thousand Splendid Suns,Khaled Hosseini,47.49816512,-117.5773485,Mobile,University,0
192.229.173.173-10.42.0.211-80-44540-6,Female,17,The Witch of Blackbird Pond,Elizabeth George Speare,47.16500865,-122.4917565,Mobile,School,0
10.42.0.151-10.42.0.1-59171-53-17,Male,17,And Then There Were None,Agatha Christie,47.9651787,-122.2018578,Mobile,School,1
10.42.0.211-10.42.0.1-22651-53-17,Female,17,A Separate Peace,John Knowles,46.25520368,-119.9074836,Mobile,School,0
183.79.250.251-10.42.0.151-443-37631-6,Male,17,Breaking Dawn,Stephenie Meyer,46.1405748,-122.9559324,Tab,School,1
192.229.173.173-10.42.0.151-80-39779-6,Male,21,As I Lay Dying,William Faulkner,47.77332485,-117.3757374,Mobile,University,0
202.77.129.150-10.42.0.151-80-39297-6,Male,21,The Girl Who Played With Fire,Stieg Larsson,46.5314045,-122.4859439,Mobile,University,1
205.204.101.182-10.42.0.211-443-55476-6,Female,17,Where the Red Fern Grows,Wilson Rawls,47.80911822,-117.5586842,Mobile,School,0
10.42.0.255-10.42.0.1-8612-8612-17,Female,21,Le Morte D'Arthur,Thomas Malory,46.27915052,-119.1696599,Computer,University,1
182.22.31.252-10.42.0.211-443-54130-6,Female,21,Mockingjay,Suzanne Collins,46.24070215,-119.0797314,Mobile,University,1
172.217.10.106-10.42.0.211-443-38988-6,Male,17,The Pillars of the Earth,Ken Follett,46.24011736,-119.1036126,Mobile,School,0
192.229.173.173-10.42.0.211-80-39739-6,Male,17,Persian Letters,Montesquieu,46.91199201,-119.6228676,Mobile,School,1
10.42.0.151-74.125.29.113-44129-443-6,Male,17,The Client,John Grisham,47.55820175,-122.2870762,Mobile,School,0
10.42.0.211-66.102.255.61-38596-443-6,Male,19,Sula,Toni Morrison,33.89536034,-118.1831782,Computer,College,0
10.42.0.151-10.42.0.1-17576-53-17,Female,17,Tales of a Fourth Grade Nothing,Judy Blume,47.53839373,-122.2963274,Tab,School,1
10.42.0.211-10.42.0.1-33458-53-17,Female,17,The Merry Adventures of Robin Hood of Great Renown In Nottinghamshire,Howard Pyle,40.07597536,-75.4136785,Mobile,School,1
10.42.0.211-10.42.0.1-24499-53-17,Male,21,Tortilla Flat,John Steinbeck,46.65710228,-120.5482841,Tab,University,0
180.149.136.194-10.42.0.151-80-54144-6,Male,17,"Look Homeward, Angel",Thomas Wolfe,46.65989909,-120.5278189,Mobile,School,1
10.42.0.211-10.42.0.1-25526-53-17,Female,19,The Mystery of Edwin Drood,Charles Dickens,47.16855475,-122.5991532,Mobile,College,0
10.42.0.211-106.11.135.2-54385-80-6,Male,21,Brideshead Revisited,Evelyn Waugh,47.16921915,-122.5985586,Mobile,University,1
10.42.0.1-10.42.0.42-53-35214-17,Male,21,The Pelican Brief,John Grisham,47.16528407,-122.0249782,Mobile,University,0
10.42.0.151-10.42.0.1-38991-53-17,Male,21,Atonement,Ian McEwan,45.90427362,-122.748292,Mobile,University,1
10.42.0.211-77.234.42.92-50874-443-6,Male,17,Washington Square,Henry James,29.43134551,-98.65299017,Mobile,School,0
10.42.0.42-106.39.169.66-57125-80-6,Female,21,Like Water for Chocolate,Laura Esquivel,44.41255505,-72.99387535,Mobile,University,0
10.42.0.211-66.231.239.122-44738-80-6,Female,17,The Golden Compass,Philip Pullman,42.10152225,-88.70336096,Tab,School,0
10.42.0.151-31.13.80.52-55511-80-6,Female,17,The Secret Life of Bees,Sue Monk Kidd,44.5191527,-72.94450132,Mobile,School,0
172.217.5.227-10.42.0.211-443-44323-6,Female,17,The Fault In Our Stars,John Green,44.51036613,-72.89359035,Mobile,School,0
10.42.0.42-64.71.142.95-48476-443-6,Male,17,Nostromo,Joseph Conrad,33.23908701,-97.17802069,Mobile,School,1
172.217.9.237-10.42.0.42-443-45324-6,Male,17,Finnegans Wake,James Joyce,32.69523192,-96.93464094,Mobile,School,1
10.42.0.151-40.117.100.83-36994-443-6,Female,19,The Brethren,John Grisham,38.24463126,-122.6328678,Mobile,College,0
172.217.3.110-10.42.0.211-443-40560-6,Male,17,Coraline,Neil Gaiman,37.48190019,-122.2160986,Mobile,School,0
10.42.0.1-10.42.0.42-53-5458-17,Male,17,Heart of Darkness,Joseph Conrad,34.85317447,-82.38016839,Mobile,School,0
10.42.0.211-98.139.199.204-41286-443-6,Female,17,On the Banks of Plum Creek,Laura Ingalls Wilder,38.54061918,-89.93990405,Mobile,School,1
174.35.73.149-10.42.0.211-80-59293-6,Female,21,Rebecca of Sunnybrook Farm,Kate Douglas Smith Wiggin,36.39403112,-86.43085193,Mobile,University,1
172.217.12.196-10.42.0.211-443-57526-6,Male,21,The Ambassadors,Henry James,36.69668846,-121.6740043,Mobile,University,1
10.42.0.211-10.42.0.1-65082-53-17,Female,21,The Secret Agent,Joseph Conrad,32.73209732,-117.217741,Mobile,University,1
10.42.0.42-104.244.42.65-48234-80-6,Female,17,The House on Mango Street,Sandra Cisneros,35.04900368,-89.76923051,Mobile,School,1
173.241.242.143-10.42.0.42-443-52397-6,Male,17,Go Tell It on the Mountain,James Baldwin,35.02146032,-89.79123891,Mobile,School,0
172.217.12.163-10.42.0.211-443-43530-6,Male,21,The Testament,John Grisham,37.47872931,-122.2056241,Mobile,University,1
10.42.0.151-106.39.169.66-44473-80-6,Male,19,The Clan of the Cave Bear,Jean M. Auel,43.675604,-95.16701015,Mobile,College,0
10.42.0.211-104.254.66.16-48279-80-6,Male,21,Cranford,Elizabeth Cleghorn Gaskell,38.68525318,-121.2144865,Mobile,University,0
162.208.22.39-10.42.0.211-443-35853-6,Male,21,Because of Winn-Dixie,Kate DiCamillo,33.7452902,-117.8639299,Mobile,University,0
172.217.12.193-10.42.0.42-443-37285-6,Male,17,My Side of the Mountain,Jean Craighead George,34.27654226,-118.7557717,Mobile,School,1
162.208.22.39-10.42.0.151-443-55412-6,Male,17,The Runaway Jury,John Grisham,37.66907704,-122.4248517,Mobile,School,0
10.42.0.211-10.42.0.1-53109-53-17,Male,19,The Mouse and the Motorcycle,Beverly Cleary,33.71795094,-117.829114,Mobile,College,1
10.42.0.42-103.43.91.12-55284-443-6,Male,21,The Lost Symbol,Dan Brown,29.51897837,-98.39308342,Mobile,University,0
10.42.0.211-103.235.46.211-43529-443-6,Female,21,The Forsyte Saga,John Galsworthy,35.91350369,-86.87483989,Mobile,University,1
10.42.0.211-69.147.89.13-50047-443-6,Female,17,Gone Girl,Gillian Flynn,29.67304308,-95.56176298,Mobile,School,0
10.42.0.211-10.42.0.1-40514-53-17,Female,17,The Lightning Thief,Rick Riordan,37.35102446,-121.8718501,Mobile,School,1
10.42.0.211-115.239.210.141-44620-80-6,Female,17,The Last Days of Pompeii,Edward Bulwer Lytton,32.69332387,-97.05942316,Mobile,School,1
10.42.0.211-10.42.0.1-41677-53-17,Female,17,The Reader,Bernhard Schlink,40.99877575,-75.23236375,Mobile,School,0
208.80.154.224-10.42.0.211-443-57831-6,Female,21,Caddie Woodlawn,Carol Ryrie Brink,37.36258244,-76.52133209,Mobile,University,1
172.217.12.142-10.42.0.151-443-43692-6,Male,21,The Tale of Despereaux,Kate DiCamillo,38.97790976,-77.54427132,Computer,University,0
180.149.136.194-10.42.0.211-80-52232-6,Female,17,The Girl Who Kicked the Hornet's Nest,Stieg Larsson,39.13318222,-77.55870474,Mobile,School,0
172.217.10.14-10.42.0.42-443-49244-6,Male,21,The Killer Angels,Michael Shaara,37.53313805,-77.53961087,Mobile,University,1
192.229.163.180-10.42.0.211-443-41122-6,Female,17,Chronicle of a Death Foretold,Gabriel Garc¡a M rquez,37.54231306,-77.4199607,Mobile,School,1
10.42.0.151-104.244.43.131-49746-443-6,Male,19,The Five People You Meet In Heaven,Mitch Albom,38.87248907,-104.8587688,Mobile,College,0
10.42.0.211-50.18.174.184-56817-443-6,Male,21,The Master and Margarita,Mikhail Bulgakov,39.7644909,-105.1224642,Mobile,University,1
10.42.0.211-54.192.36.192-42888-443-6,Male,17,"Winesburg, Ohio",Sherwood Anderson,37.93401403,-76.74071099,Mobile,School,0
151.101.1.140-10.42.0.211-443-34098-6,Male,21,"""P"" Is for Peril",Sue Grafton,40.58725911,-111.8684774,Mobile,University,1
10.42.0.211-77.234.42.92-42405-443-6,Male,21,My Sister's Keeper,Jodi Picoult,38.70967886,-75.08692398,Computer,University,0
172.217.10.78-10.42.0.151-443-36061-6,Female,21,Barnaby Rudge,Charles Dickens,40.74795252,-111.9461144,Mobile,University,1
10.42.0.42-36.110.213.49-44115-443-6,Male,21,Howards End,E.M. Forster,25.46737262,-80.47505793,Mobile,University,0
172.217.10.142-10.42.0.151-80-43568-6,Female,17,The Broker,John Grisham,40.55701486,-112.0201591,Mobile,School,0
10.42.0.211-108.179.252.22-53530-80-6,Male,17,The Camel Club,David Baldacci,40.29646161,-111.7451378,Mobile,School,0
10.42.0.211-98.139.199.204-56348-443-6,Male,21,The Rainbow,D.H. Lawrence,29.47325202,-81.2456807,Mobile,University,0
220.243.219.55-10.42.0.42-80-48091-6,Male,21,The Man In the Iron Mask,Alexandre Dumas,40.5264605,-112.0316519,Mobile,University,0
10.42.0.211-66.198.24.240-33194-80-6,Male,17,Mary Poppins,P.L. Travers,40.52065931,-111.9449328,Mobile,School,1
10.42.0.211-64.71.142.125-47202-443-6,Male,21,Artemis Fowl,Eoin Colfer,37.54595151,-77.40155699,Mobile,University,1
10.42.0.151-72.21.207.148-35455-443-6,Female,21,Dear John,Nicholas Sparks,40.51175479,-112.0350916,Computer,University,0
10.42.0.151-104.244.43.99-41250-443-6,Female,17,Cold Mountain,Charles Frazier,31.99465819,-87.29465908,Mobile,School,0
10.42.0.42-104.192.110.245-53717-80-6,Male,19,Flowers for Algernon,Daniel Keyes,33.95479326,-118.2065279,Mobile,College,0
10.42.0.211-59.38.112.48-40129-443-6,Male,17,The Dark Is Rising,Susan Cooper,39.74900159,-104.8758266,Computer,School,1
203.90.242.126-10.42.0.211-80-58187-6,Male,21,Resurrection,Leo Tolstoy,39.74905369,-104.8756768,Mobile,University,1
172.217.12.195-10.42.0.42-443-47263-6,Male,17,Fearless Fourteen,Janet Evanovich,39.85133888,-105.0508963,Mobile,School,1
10.42.0.211-10.42.0.1-1519-53-17,Female,21,A Sentimental Journey Through France and Italy,Laurence Sterne,31.37100678,-94.71833708,Mobile,University,1
172.217.10.106-10.42.0.211-443-51779-6,Female,21,The King of Torts,John Grisham,39.7420644,-105.2073354,Mobile,University,1
172.217.12.195-10.42.0.211-443-34404-6,Female,17,The Graveyard Book,Neil Gaiman,39.71772561,-104.7870628,Mobile,School,0
10.42.0.42-23.217.155.120-44288-80-6,Female,21,The Quiet American,Graham Greene,39.59171714,-104.8249578,Mobile,University,1
10.42.0.211-104.244.43.3-49157-443-6,Female,17,The Chamber,John Grisham,38.87055032,-107.5950666,Mobile,School,0
10.42.0.211-54.230.51.73-58848-80-6,Male,21,The English Patient,Michael Ondaatje,41.2439574,-112.004048,Mobile,University,0
10.42.0.151-104.244.43.195-40364-443-6,Female,17,Snow Falling on Cedars,David Guterson,41.18335665,-111.9621094,Mobile,School,0
10.42.0.211-23.206.166.66-47498-80-6,Male,17,The Long Winter,Laura Ingalls Wilder,38.26781518,-122.0135156,Mobile,School,1
157.55.130.167-10.42.0.151-40019-48848-6,Male,21,"Sarah, Plain and Tall",Patricia MacLachlan,28.81648655,-81.55005791,Mobile,University,0
10.42.0.42-47.89.69.217-46952-80-6,Male,17,Cross Country,James Patterson,43.55300727,-97.50183578,Mobile,School,1
10.42.0.151-103.235.46.212-55190-443-6,Male,19,The Spy Who Came In from the Cold,John Le Carr‚,29.53236958,-82.88570008,Mobile,College,0
172.217.6.194-10.42.0.211-443-60344-6,Male,17,A Game of Thrones,George R.R. Martin,44.48436511,-103.8178486,Mobile,School,1
10.42.0.211-52.52.43.76-44578-443-6,Female,19,The Thorn Birds,Colleen McCullough,32.40682922,-80.7187043,Mobile,College,0
10.42.0.42-36.110.213.49-42610-80-6,Male,17,Old Yeller,Fred Gipson,33.06426238,-80.14921732,Mobile,School,1
151.101.21.140-10.42.0.211-80-35804-6,Female,17,"Ramona Quimby, Age 8",Beverly Cleary,40.56499019,-112.0147614,Mobile,School,1
10.42.0.1-10.42.0.42-53-58923-17,Female,17,Death In Venice,Thomas Mann,29.61162431,-95.19304669,Computer,School,0
172.217.3.110-10.42.0.42-443-34279-6,Female,21,By the Shores of Silver Lake,Laura Ingalls Wilder,29.66357147,-95.17803689,Mobile,University,1
10.42.0.151-108.174.11.1-39085-80-6,Female,19,Inferno,Dan Brown,34.88025716,-82.35755629,Mobile,College,0
10.42.0.211-23.206.166.66-34027-80-6,Female,17,Schindler's List,Thomas Keneally,41.88622822,-71.41592188,Mobile,School,0
10.42.0.151-10.42.0.1-57527-53-17,Male,21,Jonathan Livingston Seagull,Richard Bach,41.81747234,-71.4562814,Mobile,University,1
172.217.12.142-10.42.0.211-443-56154-6,Female,19,The Stand,Stephen King,42.00558936,-71.51235188,Computer,College,1
174.35.73.136-10.42.0.211-443-53187-6,Male,19,The Last Juror,John Grisham,41.52313083,-71.29909788,Mobile,College,0
10.42.0.211-64.71.142.110-42651-80-6,Male,19,Shiloh,Phyllis Reynolds Naylor,41.83963634,-71.45284667,Mobile,College,1
174.129.31.175-10.42.0.211-443-33615-6,Female,19,Girl With a Pearl Earring,Tracy Chevalier,41.37669589,-71.82193837,Mobile,College,0
10.42.0.211-36.110.213.49-41635-443-6,Male,17,The Murder of Roger Ackroyd,Agatha Christie,29.55817507,-98.62325765,Mobile,School,1
10.42.0.211-104.97.95.172-43866-80-6,Male,21,It,Stephen King,40.34986961,-79.86210558,Mobile,University,0
10.42.0.42-66.102.255.61-47334-443-6,Female,17,The Rainmaker,John Grisham,29.56549524,-98.6463502,Computer,School,1
10.42.0.211-123.125.29.138-46657-80-6,Male,17,The Poisonwood Bible,Barbara Kingsolver,39.76532046,-104.9232223,Mobile,School,0
172.217.11.10-10.42.0.211-443-52664-6,Female,21,The Indian in the Cupboard,Lynne Reid Banks,39.7959845,-104.7611247,Mobile,University,0
172.217.12.206-10.42.0.151-443-56498-6,Male,17,The Maltese Falcon,Dashiell Hammett,39.65992017,-105.0274095,Mobile,School,0
173.241.242.143-10.42.0.151-443-52167-6,Female,21,The Warden,Anthony Trollope,40.60015459,-75.46906224,Computer,University,0
10.42.0.211-10.42.0.1-61196-53-17,Female,17,The Summons,John Grisham,39.98003179,-75.2211146,Mobile,School,0
10.42.0.42-23.192.4.224-34391-80-6,Female,19,Encyclopedia Brown: Boy Detective,Donald J. Sobol,40.36534162,-79.78713543,Mobile,College,1
222.73.28.96-10.42.0.151-80-55804-6,Male,21,The Time Traveler's Wife,Audrey Niffenegger,40.36594163,-79.78739033,Mobile,University,1
10.42.0.151-40.78.68.158-38528-443-6,Female,17,The Incredible Journey,Sheila Burnford,40.67730303,-80.24409364,Computer,School,0
172.217.7.195-10.42.0.211-443-37278-6,Male,19,Daughter of Fortune,Isabel Allende,40.67792699,-80.24461644,Mobile,College,0
10.42.0.211-64.71.142.124-54514-443-6,Female,17,Shirley,Charlotte Bront‰,32.47989626,-100.4060305,Mobile,School,0
10.42.0.211-107.20.205.68-59502-443-6,Male,21,"Bud, Not Buddy",Christopher Paul Curtis,40.37340986,-111.7776351,Mobile,University,1
172.217.12.170-10.42.0.151-443-44855-6,Male,17,The Horse Whisperer,Nicholas Evans,38.61913888,-104.1653785,Computer,School,1
10.42.0.211-106.11.92.14-48358-443-6,Male,17,The Street Lawyer,John Grisham,40.41930309,-104.7722747,Mobile,School,1
172.217.3.106-10.42.0.211-443-46922-6,Male,17,Nausea,Jean-Paul Sartre,38.79807463,-104.8094117,Mobile,School,1
10.42.0.211-10.42.0.1-35670-53-17,Male,21,To Have and Have Not,Ernest Hemingway,33.67503322,-84.39849832,Mobile,University,1
10.42.0.151-64.71.142.124-45312-443-6,Male,21,The Bridges of Madison County,Robert James Waller,42.56555663,-114.5958285,Computer,University,0
216.58.219.234-10.42.0.151-443-40262-6,Male,17,Anne of the Island,L.M. Montgomery,39.71872926,-105.1905088,Computer,School,1
157.55.56.163-10.42.0.151-40027-43477-17,Male,21,The Winter of Our Discontent,John Steinbeck,40.48797855,-106.8317392,Tab,University,0
172.217.8.3-10.42.0.211-443-46466-6,Female,17,The Shining,Stephen King,40.46920706,-104.887934,Mobile,School,0
10.42.0.211-10.42.0.1-10839-53-17,Male,17,The Tenant of Wildfell Hall,Anne Bront‰,41.72860476,-72.36663253,Mobile,School,0
219.142.78.162-10.42.0.151-443-46189-6,Male,17,First Family,David Baldacci,41.326885,-73.06558245,Computer,School,1
172.217.3.110-10.42.0.211-443-46827-6,Male,21,The Partner,John Grisham,41.34113564,-73.08436323,Mobile,University,0
10.42.0.42-52.84.40.147-41193-80-6,Female,17,The Girl on the Train,Paula Hawkins,41.53799537,-72.93896469,Mobile,School,1
10.42.0.211-23.206.166.66-59803-80-6,Male,21,The Black Arrow: A Tale of the Two Roses,Robert Louis Stevenson,33.43073698,-83.89775908,Computer,University,0
172.217.12.206-10.42.0.151-443-47180-6,Male,19,The Rise of Silas Lapham,William Dea Howells,41.93548626,-87.68031135,Mobile,College,1
10.42.0.211-23.21.95.195-44204-443-6,Male,17,The Choice,Nicholas Sparks,37.53826043,-89.25706947,Mobile,School,0
10.42.0.42-123.125.29.220-46714-80-6,Male,21,The Virginian: A Horseman of the Plains,Owen Wister,40.84243673,-75.85035573,Mobile,University,1
172.217.9.234-10.42.0.151-443-36582-6,Male,21,A Walk to Remember,Nicholas Sparks,40.84324732,-75.84969237,Computer,University,1
10.42.0.211-52.20.190.244-51410-443-6,Female,19,The Maze Runner,James Dashner,40.49384721,-79.75421698,Mobile,College,0
10.42.0.211-66.102.255.61-50926-80-6,Male,21,The Westing Game,Ellen Raskin,40.91850024,-75.31165375,Mobile,University,1
